## 1.1.1
## assembly	: /home/users/sc1830/testing/contigs.fasta
## coverage	 bam0 - /home/users/sc1830/testing/sorted_mapped.bam
## taxonomy	 tax0 - /home/users/sc1830/testing/contigs.fasta.vs.nt.cul5.1e5.megablast.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	superkingdom.t.6%s	superkingdom.s.7%s	superkingdom.c.8	phylum.t.9%s	phylum.s.10%s	phylum.c.11	order.t.12%s	order.s.13%s	order.c.14	family.t.15%s	family.s.16%s	family.c.17	genus.t.18%s	genus.s.19%s	genus.c.20	species.t.21%s	species.s.22%s	species.c.23
NODE_383_length_491_cov_1.252747	491	0.6456	0	1.9229	undef	4510.0	0	Pseudomonadota	4510.0	0	Pseudomonadales	4510.0	0	Pseudomonadaceae	4510.0	0	Pseudomonas	4510.0	0	Pseudomonas aeruginosa	4510.0	0
NODE_384_length_491_cov_1.021978	491	0.5601	0	1.4422	undef	4535.0	0	Pseudomonadota	4535.0	0	Pseudomonadales	4535.0	0	Pseudomonadaceae	4535.0	0	Pseudomonas	4535.0	0	Pseudomonas aeruginosa	4535.0	0
NODE_385_length_490_cov_1.460055	490	0.6429	0	2.8903	undef	4525.0	0	Pseudomonadota	4525.0	0	Pseudomonadales	4525.0	0	Pseudomonadaceae	4525.0	0	Pseudomonas	4525.0	0	Pseudomonas aeruginosa	4525.0	0
NODE_386_length_490_cov_1.289256	490	0.6551	0	1.9268	undef	4525.0	0	Pseudomonadota	4525.0	0	Pseudomonadales	4525.0	0	Pseudomonadaceae	4525.0	0	Pseudomonas	4525.0	0	Pseudomonas aeruginosa	4525.0	0
NODE_387_length_490_cov_1.214876	490	0.6224	0	1.9268	undef	4525.0	0	Pseudomonadota	4525.0	0	Pseudomonadales	4525.0	0	Pseudomonadaceae	4525.0	0	Pseudomonas	4525.0	0	Pseudomonas aeruginosa	4525.0	0
NODE_388_length_490_cov_1.024793	490	0.6837	0	1.4451	undef	4500.0	0	Pseudomonadota	4500.0	0	Pseudomonadales	4500.0	0	Pseudomonadaceae	4500.0	0	Pseudomonas	4500.0	0	Pseudomonas aeruginosa	4500.0	0
NODE_389_length_490_cov_1.024793	490	0.7061	0	2.4085	undef	4500.0	0	Pseudomonadota	4500.0	0	Pseudomonadales	4500.0	0	Pseudomonadaceae	4500.0	0	Pseudomonas	4500.0	0	Pseudomonas aeruginosa	4500.0	0
NODE_390_length_490_cov_1.013774	490	0.7041	0	1.9268	undef	4500.0	0	Pseudomonadota	4500.0	0	Pseudomonadales	4500.0	0	Pseudomonadaceae	4500.0	0	Pseudomonas	4500.0	0	Pseudomonas aeruginosa	4500.0	0
NODE_391_length_490_cov_0.724518	490	0.6061	0	1.4451	undef	4140.0	0	Pseudomonadota	4140.0	0	Pseudomonadales	3040.0	1	Pseudomonadaceae	3040.0	1	Pseudomonas	3040.0	1	Pseudomonas aeruginosa	3040.0	1
NODE_392_length_489_cov_1.284530	489	0.6258	0	1.9308	undef	4490.0	0	Pseudomonadota	4490.0	0	Burkholderiales	4490.0	0	Alcaligenaceae	4490.0	0	Bordetella	4490.0	0	Bordetella bronchiseptica	4490.0	0
NODE_393_length_489_cov_1.041436	489	0.4642	0	1.9308	undef	4490.0	0	Pseudomonadota	3592.0	1	Enterobacterales	3592.0	1	Enterobacteriaceae	3592.0	1	Escherichia	3592.0	1	Escherichia coli	3592.0	1
NODE_394_length_489_cov_0.994475	489	0.6564	0	1.4481	undef	4490.0	0	Pseudomonadota	4490.0	0	Pseudomonadales	4490.0	0	Pseudomonadaceae	4490.0	0	Pseudomonas	4490.0	0	Pseudomonas aeruginosa	4490.0	0
NODE_395_length_489_cov_0.936464	489	0.6851	0	3.8616	undef	4465.0	0	Pseudomonadota	4465.0	0	Burkholderiales	4465.0	0	Alcaligenaceae	4465.0	0	Bordetella	4465.0	0	Bordetella bronchiseptica	4465.0	0
NODE_396_length_489_cov_0.839779	489	0.7321	0	1.4481	undef	4490.0	0	Pseudomonadota	4490.0	0	Pseudomonadales	4490.0	0	Pseudomonadaceae	4490.0	0	Pseudomonas	4490.0	0	Pseudomonas aeruginosa	4490.0	0
NODE_397_length_488_cov_1.839335	488	0.4836	0	2.9021	undef	4510.0	0	Pseudomonadota	4510.0	0	Enterobacterales	4510.0	0	Enterobacteriaceae	4510.0	0	Escherichia	4510.0	0	Escherichia coli	4510.0	0
NODE_398_length_488_cov_1.653740	488	0.6557	0	2.9021	undef	4510.0	0	Pseudomonadota	4510.0	0	Pseudomonadales	4510.0	0	Pseudomonadaceae	4510.0	0	Pseudomonas	4510.0	0	Pseudomonas aeruginosa	4510.0	0
NODE_399_length_488_cov_1.329640	488	0.4201	0	1.9347	undef	4295.0	0	Pseudomonadota	4295.0	0	Enterobacterales	4295.0	0	Enterobacteriaceae	4295.0	0	Escherichia	4295.0	0	Escherichia coli	4295.0	0
NODE_400_length_488_cov_0.786704	488	0.6311	0	2.9021	undef	4400.0	0	Pseudomonadota	4400.0	0	Burkholderiales	4400.0	0	Alcaligenaceae	4400.0	0	Bordetella	4400.0	0	Bordetella pertussis	2640.0	2
NODE_401_length_488_cov_0.764543	488	0.707	0	1.451	undef	4480.0	0	Pseudomonadota	4480.0	0	Pseudomonadales	4480.0	0	Pseudomonadaceae	4480.0	0	Pseudomonas	4480.0	0	Pseudomonas aeruginosa	4480.0	0
NODE_402_length_488_cov_0.745152	488	0.6885	0	2.4184	undef	4510.0	0	Pseudomonadota	4510.0	0	Pseudomonadales	4510.0	0	Pseudomonadaceae	4510.0	0	Pseudomonas	4510.0	0	Pseudomonas aeruginosa	4510.0	0
NODE_403_length_487_cov_1.377778	487	0.6078	0	1.9387	undef	4500.0	0	Pseudomonadota	4500.0	0	Pseudomonadales	4500.0	0	Pseudomonadaceae	4500.0	0	Pseudomonas	4500.0	0	Pseudomonas aeruginosa	4500.0	0
NODE_404_length_487_cov_1.377778	487	0.4497	0	1.9387	undef	4432.0	0	Pseudomonadota	4432.0	0	Enterobacterales	4432.0	0	Enterobacteriaceae	4432.0	0	Escherichia	3549.0	1	Escherichia coli	3549.0	1
NODE_405_length_487_cov_1.147222	487	0.5339	0	1.9387	undef	4465.0	0	Pseudomonadota	4465.0	0	Enterobacterales	4465.0	0	Enterobacteriaceae	4465.0	0	Escherichia	4465.0	0	Escherichia coli	4465.0	0
NODE_406_length_487_cov_0.822222	487	0.6879	0	1.9387	undef	4470.0	0	Pseudomonadota	4470.0	0	Pseudomonadales	4470.0	0	Pseudomonadaceae	4470.0	0	Pseudomonas	4470.0	0	Pseudomonas aeruginosa	4470.0	0
NODE_407_length_485_cov_2.078212	485	0.5443	0	2.9201	undef	4475.0	0	Pseudomonadota	4475.0	0	Enterobacterales	4475.0	0	Enterobacteriaceae	4475.0	0	Escherichia	4475.0	0	Escherichia coli	4475.0	0
NODE_408_length_485_cov_1.044693	485	0.6887	0	1.9467	undef	4480.0	0	Pseudomonadota	4480.0	0	Pseudomonadales	4480.0	0	Pseudomonadaceae	4480.0	0	Pseudomonas	4480.0	0	Pseudomonas aeruginosa	4480.0	0
NODE_409_length_484_cov_1.579832	484	0.6736	0	2.9261	undef	4470.0	0	Pseudomonadota	4470.0	0	Pseudomonadales	4470.0	0	Pseudomonadaceae	4470.0	0	Pseudomonas	4470.0	0	Pseudomonas aeruginosa	4470.0	0
NODE_410_length_484_cov_1.389356	484	0.5145	0	1.9507	undef	4470.0	0	Pseudomonadota	4470.0	0	Enterobacterales	4470.0	0	Enterobacteriaceae	4470.0	0	Escherichia	4470.0	0	Escherichia coli	3576.0	1
NODE_411_length_484_cov_1.316527	484	0.626	0	1.9507	undef	4335.0	0	Pseudomonadota	4335.0	0	Pseudomonadales	4335.0	0	Pseudomonadaceae	4335.0	0	Pseudomonas	4335.0	0	Pseudomonas aeruginosa	4335.0	0
NODE_412_length_484_cov_1.151261	484	0.5145	0	1.9507	undef	4445.0	0	Pseudomonadota	4445.0	0	Enterobacterales	4445.0	0	Enterobacteriaceae	4445.0	0	Escherichia	4445.0	0	Escherichia coli	4445.0	0
NODE_413_length_484_cov_0.938375	484	0.5289	0	0.4877	undef	4165.0	0	Pseudomonadota	4165.0	0	Enterobacterales	4165.0	0	Enterobacteriaceae	4165.0	0	Escherichia	4165.0	0	Escherichia coli	4165.0	0
NODE_414_length_483_cov_1.353933	483	0.6211	0	1.9548	undef	4465.0	0	Pseudomonadota	4465.0	0	Pseudomonadales	4465.0	0	Pseudomonadaceae	4465.0	0	Pseudomonas	4465.0	0	Pseudomonas aeruginosa	4465.0	0
NODE_415_length_483_cov_1.182584	483	0.646	0	1.9548	undef	4435.0	0	Pseudomonadota	4435.0	0	Pseudomonadales	4435.0	0	Pseudomonadaceae	4435.0	0	Pseudomonas	4435.0	0	Pseudomonas aeruginosa	4435.0	0
NODE_416_length_483_cov_0.665730	483	0.5404	0	0.9774	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_417_length_482_cov_1.887324	482	0.6763	0	2.9382	undef	4455.0	0	Pseudomonadota	4455.0	0	Burkholderiales	4455.0	0	Alcaligenaceae	4455.0	0	Bordetella	4455.0	0	Bordetella parapertussis	2673.0	1
NODE_418_length_482_cov_1.397183	482	0.6929	0	1.9588	undef	4250.0	0	Pseudomonadota	4250.0	0	Burkholderiales	4250.0	0	Alcaligenaceae	4250.0	0	Bordetella	4250.0	0	Bordetella bronchiseptica	3400.0	1
NODE_419_length_482_cov_1.385915	482	0.61	0	1.9588	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_420_length_482_cov_1.047887	482	0.7261	0	1.4691	undef	4455.0	0	Pseudomonadota	4455.0	0	Pseudomonadales	4455.0	0	Pseudomonadaceae	4455.0	0	Pseudomonas	4455.0	0	Pseudomonas aeruginosa	4455.0	0
NODE_421_length_482_cov_1.047887	482	0.6473	0	1.4691	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_422_length_482_cov_1.047887	482	0.6701	0	1.4691	undef	4455.0	0	Pseudomonadota	4455.0	0	Pseudomonadales	4455.0	0	Pseudomonadaceae	4455.0	0	Pseudomonas	4455.0	0	Pseudomonas aeruginosa	4455.0	0
NODE_423_length_481_cov_2.793785	481	0.7089	0	3.9258	undef	4427.0	0	Pseudomonadota	4427.0	0	Burkholderiales	4427.0	0	Alcaligenaceae	4427.0	0	Bordetella	4427.0	0	Bordetella bronchiseptica	2661.0	1
NODE_424_length_481_cov_0.700565	481	0.6798	0	0.9814	undef	4415.0	0	Pseudomonadota	4415.0	0	Burkholderiales	4415.0	0	Alcaligenaceae	4415.0	0	Bordetella	4415.0	0	Bordetella bronchiseptica	4415.0	0
NODE_425_length_481_cov_0.700565	481	0.659	0	0.9814	undef	4445.0	0	Pseudomonadota	4445.0	0	Pseudomonadales	4445.0	0	Pseudomonadaceae	4445.0	0	Pseudomonas	4445.0	0	Pseudomonas aeruginosa	4445.0	0
NODE_426_length_481_cov_0.700565	481	0.6445	0	0.9814	undef	4445.0	0	Pseudomonadota	4445.0	0	Pseudomonadales	4445.0	0	Pseudomonadaceae	4445.0	0	Pseudomonas	4445.0	0	Pseudomonas aeruginosa	4445.0	0
NODE_427_length_480_cov_0.906516	480	0.7312	0	1.967	undef	4435.0	0	Pseudomonadota	4435.0	0	Pseudomonadales	4435.0	0	Pseudomonadaceae	4435.0	0	Pseudomonas	4435.0	0	Pseudomonas aeruginosa	4435.0	0
NODE_428_length_480_cov_0.702550	480	0.5563	0	0.9835	undef	4378.0	0	Pseudomonadota	4378.0	0	Enterobacterales	4378.0	0	Enterobacteriaceae	4378.0	0	Escherichia	4378.0	0	Escherichia coli	4378.0	0
NODE_429_length_480_cov_0.702550	480	0.4813	0	0.9835	undef	4290.0	0	Pseudomonadota	4290.0	0	Enterobacterales	4290.0	0	Enterobacteriaceae	4290.0	0	Escherichia	4290.0	0	Escherichia coli	4290.0	0
NODE_430_length_479_cov_1.409091	479	0.7203	0	1.9711	undef	4425.0	0	Pseudomonadota	4425.0	0	Pseudomonadales	4425.0	0	Pseudomonadaceae	4425.0	0	Pseudomonas	4425.0	0	Pseudomonas aeruginosa	4425.0	0
NODE_431_length_479_cov_0.778409	479	0.5762	0	1.9711	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_432_length_479_cov_0.704545	479	0.7161	0	0.9855	undef	4410.0	0	Pseudomonadota	4410.0	0	Burkholderiales	4410.0	0	Alcaligenaceae	4410.0	0	Bordetella	4410.0	0	Bordetella bronchiseptica	2650.0	1
NODE_433_length_479_cov_0.704545	479	0.6576	0	0.9855	undef	4425.0	0	Pseudomonadota	4425.0	0	Pseudomonadales	4425.0	0	Pseudomonadaceae	4425.0	0	Pseudomonas	4425.0	0	Pseudomonas aeruginosa	3540.0	1
NODE_434_length_479_cov_0.704545	479	0.6493	0	0.9855	undef	4425.0	0	Pseudomonadota	4425.0	0	Burkholderiales	4425.0	0	Alcaligenaceae	4425.0	0	Bordetella	4425.0	0	Bordetella bronchiseptica	3540.0	1
NODE_435_length_478_cov_0.706553	478	0.2364	0	0.9876	undef	4415.0	0	Bacillota	4415.0	0	Lactobacillales	4415.0	0	Enterococcaceae	4415.0	0	Enterococcus	4415.0	0	Enterococcus faecalis	4415.0	0
NODE_436_length_478_cov_0.706553	478	0.6569	0	0.9876	undef	4415.0	0	Pseudomonadota	4415.0	0	Pseudomonadales	4415.0	0	Pseudomonadaceae	4415.0	0	Pseudomonas	4415.0	0	Pseudomonas aeruginosa	4415.0	0
NODE_437_length_478_cov_0.706553	478	0.6925	0	0.9876	undef	4390.0	0	Pseudomonadota	4390.0	0	Pseudomonadales	4390.0	0	Pseudomonadaceae	4390.0	0	Pseudomonas	4390.0	0	Pseudomonas aeruginosa	4390.0	0
NODE_438_length_478_cov_0.706553	478	0.7364	0	0.9876	undef	4415.0	0	Pseudomonadota	4415.0	0	Burkholderiales	4415.0	0	Alcaligenaceae	4415.0	0	Bordetella	4415.0	0	Bordetella bronchiseptica	4415.0	0
NODE_439_length_477_cov_2.125714	477	0.7149	0	3.9587	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_440_length_477_cov_1.400000	477	0.5702	0	2.969	undef	4380.0	0	Pseudomonadota	4380.0	0	Burkholderiales	4380.0	0	Alcaligenaceae	4380.0	0	Bordetella	4380.0	0	Bordetella parapertussis	2628.0	1
NODE_441_length_477_cov_0.711429	477	0.6771	0	1.4845	undef	3115.0	0	Pseudomonadota	3115.0	0	Pseudomonadales	3115.0	0	Pseudomonadaceae	3115.0	0	Pseudomonas	3115.0	0	Pseudomonas aeruginosa	3115.0	0
NODE_442_length_477_cov_0.708571	477	0.4843	0	0.9897	undef	4405.0	0	Pseudomonadota	4405.0	0	Enterobacterales	4405.0	0	Enterobacteriaceae	4405.0	0	Escherichia	4405.0	0	Escherichia coli	4405.0	0
NODE_443_length_477_cov_0.708571	477	0.6143	0	0.9897	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_444_length_477_cov_0.708571	477	0.6918	0	0.9897	undef	4405.0	0	Pseudomonadota	4405.0	0	Pseudomonadales	4405.0	0	Pseudomonadaceae	4405.0	0	Pseudomonas	4405.0	0	Pseudomonas aeruginosa	4405.0	0
NODE_445_length_476_cov_1.421203	476	0.6975	0	1.9835	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_446_length_476_cov_1.421203	476	0.6954	0	1.9835	undef	4150.0	0	Pseudomonadota	4150.0	0	Burkholderiales	4150.0	0	Alcaligenaceae	4150.0	0	Bordetella	4150.0	0	Bordetella bronchiseptica	4150.0	0
NODE_447_length_476_cov_1.372493	476	0.5987	0	1.9835	undef	3833.0	0	Pseudomonadota	3833.0	0	Enterobacterales	3833.0	0	Enterobacteriaceae	3833.0	0	Escherichia	3833.0	0	Escherichia coli	3833.0	0
NODE_448_length_476_cov_1.297994	476	0.7248	0	1.9835	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_449_length_476_cov_0.710602	476	0.6765	0	0.9918	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_450_length_476_cov_0.710602	476	0.5567	0	0.9918	undef	4400.0	0	Pseudomonadota	4400.0	0	Pseudomonadales	4400.0	0	Pseudomonadaceae	4400.0	0	Pseudomonas	4400.0	0	Pseudomonas aeruginosa	4400.0	0
NODE_451_length_476_cov_0.521490	476	0.6555	0	2.4794	undef	4505.0	0	Pseudomonadota	4505.0	0	Pseudomonadales	3320.0	1	Pseudomonadaceae	3320.0	1	Pseudomonas	3320.0	1	Pseudomonas aeruginosa	3320.0	2
NODE_452_length_475_cov_1.425287	475	0.4863	0	1.9877	undef	4305.0	0	Pseudomonadota	4305.0	0	Enterobacterales	4305.0	0	Enterobacteriaceae	4305.0	0	Escherichia	4305.0	0	Escherichia coli	4305.0	0
NODE_453_length_475_cov_0.712644	475	0.7368	0	0.9938	undef	4305.0	0	Pseudomonadota	4305.0	0	Burkholderiales	4305.0	0	Alcaligenaceae	4305.0	0	Bordetella	4305.0	0	Bordetella pertussis	2583.0	2
NODE_454_length_475_cov_0.712644	475	0.7516	0	0.9938	undef	4390.0	0	Pseudomonadota	4390.0	0	Burkholderiales	4390.0	0	Alcaligenaceae	4390.0	0	Bordetella	4390.0	0	Bordetella bronchiseptica	3512.0	1
NODE_455_length_475_cov_0.712644	475	0.6589	0	0.9938	undef	4360.0	0	Pseudomonadota	4360.0	0	Pseudomonadales	4360.0	0	Pseudomonadaceae	4360.0	0	Pseudomonas	4360.0	0	Pseudomonas aeruginosa	4360.0	0
NODE_456_length_475_cov_0.712644	475	0.6295	0	0.9938	undef	4324.0	0	Pseudomonadota	4324.0	0	Burkholderiales	4324.0	0	Alcaligenaceae	4324.0	0	Bordetella	4324.0	0	Bordetella bronchiseptica	3468.0	1
NODE_457_length_475_cov_0.712644	475	0.6968	0	0.9938	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_458_length_475_cov_0.712644	475	0.6505	0	0.9938	undef	4360.0	0	Pseudomonadota	4360.0	0	Pseudomonadales	4360.0	0	Pseudomonadaceae	4360.0	0	Pseudomonas	4360.0	0	Pseudomonas aeruginosa	4360.0	0
NODE_459_length_474_cov_1.429395	474	0.4662	0	1.9919	undef	4380.0	0	Pseudomonadota	4380.0	0	Enterobacterales	4380.0	0	Enterobacteriaceae	4380.0	0	Escherichia	4380.0	0	Escherichia coli	4380.0	0
NODE_460_length_474_cov_1.389049	474	0.481	0	1.9919	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0	no-hit	0.0	0
NODE_461_length_474_cov_0.714697	474	0.4747	0	0.9959	undef	4350.0	0	Pseudomonadota	4350.0	0	Enterobacterales	4350.0	0	Enterobacteriaceae	4350.0	0	Escherichia	4350.0	0	Escherichia coli	4350.0	0
NODE_462_length_474_cov_0.714697	474	0.635	0	0.9959	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_463_length_474_cov_0.714697	474	0.673	0	0.9959	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_464_length_474_cov_0.714697	474	0.6603	0	0.9959	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_465_length_474_cov_0.714697	474	0.6772	0	0.9959	undef	4380.0	0	Pseudomonadota	4380.0	0	Pseudomonadales	4380.0	0	Pseudomonadaceae	4380.0	0	Pseudomonas	4380.0	0	Pseudomonas aeruginosa	4380.0	0
NODE_466_length_474_cov_0.700288	474	0.73	0	0.9959	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_467_length_473_cov_1.797688	473	0.6427	0	2.9941	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_468_length_473_cov_1.433526	473	0.7082	0	1.9961	undef	4360.0	0	Pseudomonadota	4360.0	0	Burkholderiales	4360.0	0	Alcaligenaceae	4360.0	0	Bordetella	4360.0	0	Bordetella bronchiseptica	3491.0	1
NODE_469_length_473_cov_1.433526	473	0.6871	0	1.9961	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_470_length_473_cov_1.286127	473	0.6786	0	1.9961	undef	4345.0	0	Pseudomonadota	4345.0	0	Pseudomonadales	4345.0	0	Pseudomonadaceae	4345.0	0	Pseudomonas	4345.0	0	Pseudomonas aeruginosa	4345.0	0
NODE_471_length_473_cov_0.716763	473	0.6385	0	0.998	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_472_length_473_cov_0.716763	473	0.5095	0	0.998	undef	4370.0	0	Pseudomonadota	4370.0	0	Pseudomonadales	4370.0	0	Pseudomonadaceae	4370.0	0	Pseudomonas	4370.0	0	Pseudomonas aeruginosa	4370.0	0
NODE_473_length_473_cov_0.716763	473	0.6723	0	0.998	undef	4370.0	0	Pseudomonadota	4370.0	0	Burkholderiales	4370.0	0	Alcaligenaceae	4370.0	0	Bordetella	4370.0	0	Bordetella pertussis	2622.0	2
NODE_474_length_473_cov_0.716763	473	0.3066	0	0.998	undef	4370.0	0	Chordata	4370.0	0	Primates	4370.0	0	Hominidae	4370.0	0	Homo	4370.0	0	Homo sapiens	4370.0	0
NODE_475_length_472_cov_2.156522	472	0.6314	0	3.0005	undef	4360.0	0	Pseudomonadota	4360.0	0	Pseudomonadales	4360.0	0	Pseudomonadaceae	4360.0	0	Pseudomonas	4360.0	0	Pseudomonas aeruginosa	4360.0	0
NODE_476_length_472_cov_1.437681	472	0.5657	0	2.5004	undef	4225.0	0	Pseudomonadota	4225.0	0	Enterobacterales	4225.0	0	Enterobacteriaceae	4225.0	0	Escherichia	4225.0	0	Escherichia coli	4225.0	0
NODE_477_length_472_cov_1.437681	472	0.4237	0	2.0003	undef	4340.0	0	Pseudomonadota	4340.0	0	Enterobacterales	4340.0	0	Enterobacteriaceae	4340.0	0	Escherichia	4340.0	0	Escherichia coli	4340.0	0
NODE_478_length_472_cov_0.718841	472	0.6758	0	1.0002	undef	4360.0	0	Pseudomonadota	4360.0	0	Pseudomonadales	4360.0	0	Pseudomonadaceae	4360.0	0	Pseudomonas	4360.0	0	Pseudomonas aeruginosa	4360.0	0
NODE_479_length_472_cov_0.718841	472	0.678	0	2.0003	undef	4335.0	0	Pseudomonadota	4335.0	0	Burkholderiales	4335.0	0	Alcaligenaceae	4335.0	0	Bordetella	4335.0	0	Bordetella bronchiseptica	4335.0	0
NODE_480_length_472_cov_0.718841	472	0.6653	0	1.0002	undef	4305.0	0	Pseudomonadota	4305.0	0	Burkholderiales	4305.0	0	Alcaligenaceae	4305.0	0	Bordetella	4305.0	0	Bordetella pertussis	3444.0	1
NODE_481_length_472_cov_0.718841	472	0.661	0	1.0002	undef	4360.0	0	Pseudomonadota	4360.0	0	Burkholderiales	4360.0	0	Alcaligenaceae	4360.0	0	Bordetella	4360.0	0	Bordetella parapertussis	2616.0	1
NODE_482_length_472_cov_0.718841	472	0.661	0	1.0002	undef	4360.0	0	Pseudomonadota	4360.0	0	Burkholderiales	4360.0	0	Alcaligenaceae	4360.0	0	Bordetella	4360.0	0	Bordetella bronchiseptica	3488.0	1
NODE_483_length_472_cov_0.715942	472	0.625	0	1.0002	undef	4335.0	0	Actinomycetota	4335.0	0	Propionibacteriales	4335.0	0	Propionibacteriaceae	4335.0	0	Cutibacterium	4335.0	0	Cutibacterium acnes	4335.0	0
NODE_484_length_471_cov_4.438953	471	0.6645	0	8.0183	undef	4350.0	0	Pseudomonadota	4350.0	0	Pseudomonadales	4350.0	0	Pseudomonadaceae	4350.0	0	Pseudomonas	4350.0	0	Pseudomonas aeruginosa	4350.0	0
NODE_485_length_471_cov_1.802326	471	0.5138	0	2.5057	undef	4350.0	0	Pseudomonadota	4350.0	0	Enterobacterales	4350.0	0	Enterobacteriaceae	4350.0	0	Escherichia	4350.0	0	Escherichia coli	4350.0	0
NODE_486_length_471_cov_1.441860	471	0.5244	0	2.0046	undef	4325.0	0	Pseudomonadota	4325.0	0	Enterobacterales	4325.0	0	Enterobacteriaceae	4325.0	0	Escherichia	4325.0	0	Escherichia coli	4325.0	0
NODE_487_length_471_cov_1.441860	471	0.6221	0	2.0046	undef	4350.0	0	Pseudomonadota	4350.0	0	Pseudomonadales	4350.0	0	Pseudomonadaceae	4350.0	0	Pseudomonas	4350.0	0	Pseudomonas aeruginosa	4350.0	0
NODE_488_length_471_cov_1.081395	471	0.4904	0	2.0046	undef	4350.0	0	Pseudomonadota	4350.0	0	Enterobacterales	4350.0	0	Enterobacteriaceae	4350.0	0	Escherichia	4350.0	0	Escherichia coli	4350.0	0
NODE_489_length_471_cov_1.081395	471	0.7028	0	2.0046	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_490_length_471_cov_1.081395	471	0.6964	0	1.5034	undef	4350.0	0	Pseudomonadota	4350.0	0	Pseudomonadales	4350.0	0	Pseudomonadaceae	4350.0	0	Pseudomonas	4350.0	0	Pseudomonas aeruginosa	4350.0	0
NODE_491_length_471_cov_0.988372	471	0.6582	0	2.0046	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
NODE_492_length_471_cov_0.720930	471	0.6072	0	1.0023	undef	4325.0	0	Pseudomonadota	4325.0	0	Pseudomonadales	4325.0	0	Pseudomonadaceae	4325.0	0	Pseudomonas	4325.0	0	Pseudomonas aeruginosa	4325.0	0
